node_id,longitude,latitude
468,126.6858565,45.7047793
469,126.6856161,45.7040553
470,126.6854985,45.7037021
471,126.6853522,45.7032738
472,126.6852380,45.7028714
473,126.6851092,45.7024860
474,126.6056749,45.8364552
475,126.6052093,45.8370672
476,126.6048771,45.8371532
477,126.6039322,45.8368039
478,126.6038569,45.8365879
479,126.6043514,45.8359596
480,126.6047858,45.8358779
481,126.6055292,45.8361690
482,126.6153570,45.7502469
483,126.6160082,45.7495791
484,126.6051005,45.7519960
485,126.6017836,45.7538045
486,126.7210950,45.7425955
487,126.7211162,45.7454867
488,126.7210982,45.7432713
489,126.7211032,45.7443913
490,126.7211058,45.7448173
491,126.5588614,45.8131583
492,126.5587680,45.8138930
493,126.5798895,45.7558872
494,126.5804416,45.7553507
495,126.5799892,45.7557840
496,126.7149268,45.7319400
497,126.7138196,45.7284436
498,126.7144028,45.7303297
499,126.6333170,45.7584354
500,126.6334514,45.7585570
501,126.7055969,45.7512388
502,126.7032388,45.7456116
503,126.6759588,45.6870811
504,126.6758692,45.6851818
505,126.6757561,45.6863440
506,126.6757870,45.6860267
507,126.6758260,45.6856262
508,126.6301191,45.7428628
509,126.6304669,45.7426682
510,126.6112712,45.7020666
511,126.6116765,45.7003837
512,126.6113491,45.7017433
513,126.6114321,45.7013989
514,126.6115587,45.7008728
515,126.6989320,45.7196594
516,126.6987667,45.7189859
517,126.5290559,45.8270289
518,126.5294444,45.8265090
519,126.5291901,45.8268494
520,126.5292711,45.8267409
521,126.7121839,45.7197624
522,126.7123367,45.7185589
523,126.7305534,45.7616013
524,126.7288780,45.7705065
525,126.7299741,45.7652316
526,126.5191546,45.7269777
527,126.5283409,45.7000257
528,126.5190721,45.7237665
529,126.5190776,45.7235459
530,126.5194245,45.7199745
531,126.5194572,45.7198640
532,126.5207683,45.7170183
533,126.5210747,45.7163559
534,126.5211904,45.7160977
535,126.5220642,45.7142794
536,126.5223463,45.7134903
537,126.5234629,45.7110917
538,126.5255654,45.7065632
539,126.5256017,45.7064662
540,126.5267897,45.7039260
541,126.5271373,45.7031618
542,126.5272306,45.7029405
543,126.5282549,45.7008286
544,126.6380239,45.7117733
545,126.6381253,45.7113506
546,126.6846184,45.7195787
547,126.6864899,45.7195574
548,126.6727651,45.6895522
549,126.6740114,45.6866816
550,126.6761470,45.6817503
551,126.6791444,45.6820880
552,126.7571144,45.7851124
553,126.7603997,45.7850778
554,126.7593904,45.7850853
555,126.6422236,45.6750277
