edge_id,vertex_start_id,vertex_end_id
0,334304113,6312787191
1,334304160,403208780
2,334304160,334360322
3,334304164,4361619955
4,334304164,3058314704
5,334304432,4964161457
6,334304432,403214911
7,334304432,3485525525
8,334304433,403124269
9,334304433,334304434
10,334304433,403222071
11,334304434,10963991873
12,334304434,334304433
13,334304434,5905870278
14,334304444,3049392829
15,334304448,677292331
16,334304448,412477654
17,334305011,1943924613
18,334305013,3562836907
19,334324836,3565011187
20,334325326,8096737789
21,334325330,8096737793
22,334325330,2469943520
23,334358674,406109735
24,334360322,3969014161
25,334360322,3485522075
26,334360329,2168403093
27,334360330,403227047
28,334360330,334360329
29,334360330,3456728317
30,334360334,3456734355
31,334360334,567877248
32,334360338,2713902976
33,334360338,403228445
34,334360339,3456768491
35,334360339,3455119962
36,334360339,9892846182
37,334360341,3456769495
38,334360358,3050168643
39,334360358,9906988415
40,334360359,3305928435
41,334360359,403237764
42,334360359,334360358
43,334360363,412772857
44,334360363,3305928450
45,334360364,334360363
46,334360364,403237683
47,334360370,9977337340
48,334360370,412770466
49,334360391,8234025207
50,334360391,677293263
51,334360403,6313054050
52,334360403,406447375
53,334363416,9658346968
54,334363416,334363415
55,334363420,5269995787
56,334363420,11032468828
57,334363433,8948784462
58,334363433,9048024337
59,334363433,9048024333
60,334363442,412775807
61,334363442,9916569980
62,334363443,3480521614
63,334363443,3480521605
64,334363443,9062083486
65,334369611,6326298368
66,334369611,5270420387
67,334380061,11002943391
68,334380061,11002943453
69,334380061,1287992241
70,334380065,11002943453
71,334380065,334380061
72,334380072,11002943481
73,334380072,334380065
74,334380074,11002943283
75,334380074,334380072
76,334380078,11002943308
77,334380078,7988077990
78,334380078,9974268026
79,334380312,334380318
80,334380312,11980532848
81,334380312,412564883
82,334380318,334380319
83,334380318,334380312
84,334380318,11980551282
85,334380318,9048115417
86,334380319,334380318
87,334380319,412503538
88,334380319,11195959981
89,334650460,6790359128
90,334650460,9653799378
91,334650460,334650461
92,334650461,334650462
93,334650461,334650460
94,334650461,9653799380
95,334650461,3050154646
96,334650462,334650463
97,334650462,334650461
98,334650462,3305928445
99,334650462,9653799381
100,334650463,334650462
101,334650463,9653799382
102,334650463,3305928449
103,334650465,334650466
104,334650465,412767437
105,334650466,9653799384
106,334650466,9977341020
107,334650466,334650465
108,334650533,6790359128
109,334650533,3050154646
110,334650533,9671715090
111,334650533,3305928437
112,334650534,334650535
113,334650534,9671715086
114,334650534,3305928427
115,334650534,3305928433
116,334650535,334650536
117,334650535,3305928424
118,334650535,334650534
119,334650536,3305928423
120,334650536,3305928429
121,334650536,334650535
122,334650537,412780508
123,334650537,9987353721
124,334650537,3305928423
125,334650553,3305928437
126,334650553,9653799373
127,334650553,6738193084
128,334650576,9987353711
129,334650576,3050121107
130,335579308,5269995331
131,335579308,12088349757
132,338475997,412489576
133,338475997,3226271587
134,338475997,9048024337
135,338476001,338475997
136,338476001,11232758471
137,401256780,10202423498
138,401256897,7994808850
139,401256955,401256897
140,401256955,401257632
141,401257628,406149794
142,401257628,401257629
143,401257628,10202423438
144,401257629,10202423438
145,401257629,401256955
146,401257632,401257634
147,401257634,10202423477
148,401257634,406149779
149,401257634,6004182246
150,401257636,406532706
151,401257636,406510118
152,401257637,9916435833
153,401257640,8414754184
154,401257640,401257641
155,401257641,5898135277
156,401257641,5898135279
157,401284763,5469028891
158,401284763,401284764
159,401284764,334363443
160,401284787,334363443
161,401284787,401285165
162,401285165,5898135912
163,401285165,404656641
164,401285165,5898135910
165,401285241,3480438016
166,401285241,3480521605
167,401285241,1177761309
168,401285243,1177761444
169,401285243,3480438015
170,401285243,1177761409
171,401285245,406510119
172,401285245,9916569997
173,401285245,406532706
174,401285414,5269928325
175,401285414,9976522357
176,401285557,9048092408
177,401285557,412489565
178,402990784,406456690
179,402993318,6627695218
180,402993318,402993698
181,402993698,8948717328
182,402996797,1179259924
183,403003332,11042701303
184,403004953,2191032311
185,403022992,6313177235
186,403022992,404642371
187,403025835,11042701331
188,403025835,403108246
189,403033004,3231940952
190,403108046,403108049
191,403108046,403108469
192,403108049,9908676992
193,403108049,9908682416
194,403108246,9931569458
195,403108246,9920400217
196,403108436,9931482409
197,403108436,4964161601
198,403108469,9908676989
199,403108897,4964161560
200,403110622,2476377818
201,403110622,403108897
202,403112426,6313177603
203,403112426,403112428
204,403112428,6313177599
205,403112428,6313177585
206,403112763,403329681
207,403113540,6313177602
208,403113540,403113836
209,403113836,403330174
210,403114153,3967087991
211,403114153,403112763
212,403115117,403115120
213,403115117,403364660
214,403115120,403110622
215,403115590,6312426024
216,403115591,403115590
217,403115591,9985953049
218,403118301,9901576581
219,403119514,334304434
220,403120629,403207351
221,403120629,13274003709
222,403124269,13274003735
223,403124269,13274003709
224,403199658,403124269
225,403199658,403222071
226,403207346,5905870281
227,403207351,12269408687
228,403208780,5905870254
229,403208780,4361620988
230,403211221,9075898664
231,403211225,403222079
232,403211225,2191083488
233,403211238,334304433
234,403211238,403222072
235,403211238,412475843
236,403213442,403222084
237,403213442,403213446
238,403213446,403213449
239,403213446,403222083
240,403213446,4964161466
241,403213449,677295355
242,403213449,412475865
243,403214906,403214911
244,403214911,412475428
245,403214911,334304432
246,403214911,403214906
247,403220285,1943924445
248,403220285,3485524469
249,403222071,403222072
250,403222071,334304433
251,403222071,412475502
252,403222072,412475503
253,403222072,403211238
254,403222072,403222076
255,403222076,412475504
256,403222076,6312425863
257,403222079,4361620890
258,403222079,2191032259
259,403222083,9910961001
260,403222083,403213446
261,403222083,677295345
262,403222084,677295349
263,403222084,2191032907
264,403222927,4964161489
265,403222927,4964161498
266,403222927,4964161495
267,403222930,5755083486
268,403222930,4964161491
269,403222930,5755083512
270,403226219,5901931859
271,403226219,5901931858
272,403226224,403227045
273,403226224,9892846196
274,403227045,334360329
275,403227045,403227047
276,403227047,403227051
277,403227047,334360330
278,403227047,9709623257
279,403227051,403227059
280,403227051,9709623257
281,403227059,403228431
282,403227059,3555254359
283,403227059,567877248
284,403228431,334360334
285,403228431,2713902978
286,403228445,9892846183
287,403228445,610579534
288,403228450,334360341
289,403228450,8418799402
290,403230602,412728531
291,403230602,3496510785
292,403234915,3305928442
293,403234915,334360359
294,403237683,412780511
295,403237683,9653799377
296,403237761,3496532619
297,403237761,403237764
298,403237764,334360359
299,403237764,3050119726
300,403237764,403237766
301,403237766,3050119725
302,403237766,3050121104
303,403237773,9653799376
304,403237773,403237683
305,403241527,403241530
306,403241527,2676836500
307,403241527,677292398
308,403241530,9892846196
309,403241530,403227045
310,403241530,9709623257
311,403245438,9910240886
312,403245438,2168403105
313,403245444,1719057986
314,403245444,9709248915
315,403245444,9907941595
316,403247399,2191083317
317,403247399,2676836496
318,403247399,9906881586
319,403247403,403247399
320,403247403,9906881585
321,403247407,2676836484
322,403247407,677292403
323,403247411,9709359244
324,403247411,9642377703
325,403247415,9910240950
326,403247415,677292339
327,403247425,3305928419
328,403247425,403247415
329,403247425,412475980
330,403247433,677292332
331,403247433,403247425
332,403247433,677292353
333,403251665,10031973027
334,403251671,9709623248
335,403251671,9892846195
336,403251675,677292302
337,403251675,9709299556
338,403251678,2676836448
339,403251678,9709623244
340,403251678,412477812
341,403251682,2676836418
342,403251682,604389297
343,403255680,403258233
344,403258233,8300149218
345,403258233,8425207728
346,403276223,403255680
347,403276724,1171848524
348,403276724,403306332
349,403278101,1171848212
350,403279006,403276724
351,403282173,403282179
352,403282179,2510458167
353,403282179,403300835
354,403300835,1171848160
355,403300835,9910232389
356,403300835,3451467065
357,403300959,9910232392
358,403300959,9928949533
359,403302313,3451391118
360,403302313,1170838618
361,403302708,3046668301
362,403302708,3451388422
363,403302711,412483002
364,403302711,403302708
365,403302711,9929422979
366,403302714,403302711
367,403304199,4964161523
368,403304199,8299978153
369,403304724,403278101
370,403304724,1171848367
371,403306019,403306020
372,403306019,3881555709
373,403306020,4964161533
374,403306021,403306022
375,403306021,9657776360
376,403306022,403316635
377,403306022,403314521
378,403306332,403306019
379,403308900,1171848195
380,403308900,403282173
381,403310827,4361621007
382,403310827,2191032585
383,403313330,403304724
384,403313444,4964161509
385,403313444,4964161510
386,403313612,403310827
387,403314521,403304199
388,403316635,9657776361
389,403316636,4964161538
390,403316636,3214186014
391,403328069,403113540
392,403328069,412480641
393,403329681,3740175351
394,403329681,9657776356
395,403330174,403345544
396,403330174,3967080456
397,403330174,403330684
398,403330684,3967087985
399,403330684,403330174
400,403330684,403114153
401,403345544,403345546
402,403345546,403345548
403,403345546,9674345083
404,403345548,9674345086
405,403345548,6312677370
406,403349464,9933481470
407,403349464,9931590046
408,403349466,403349469
409,403349466,6312786848
410,403349466,9655758647
411,403349469,7988056401
412,403349469,11125420996
413,403349477,12185803773
414,403349477,415993780
415,403349484,2511162051
416,403349484,8222128530
417,403351241,403349469
418,403351241,6312786848
419,403351255,403345548
420,403351255,3967087980
421,403354002,9931569509
422,403354002,9931569508
423,403357856,9674345091
424,403357856,3967080452
425,403357859,403357877
426,403357859,403357864
427,403357864,3967070915
428,403357864,9926607369
429,403357877,403357880
430,403357880,4929522433
431,403357880,2191032229
432,403357889,6312677308
433,403357889,9659767572
434,403359260,6312677288
435,403359260,4361619949
436,403359263,403359260
437,403359263,8424227038
438,403361489,677295403
439,403361489,404596712
440,403361492,403361495
441,403361492,9642296863
442,403361495,403361498
443,403361495,9642296860
444,403361498,403361521
445,403361498,2476377833
446,403361498,677295392
